sample_id,file_size_kb,entropy,num_sections,has_digital_signature,suspicious_imports,tls_callbacks_count,debug_size,shadow_copies_deleted,registry_run_modified,file_rename_rate_per_sec,file_modification_entropy_avg,suspicious_extension_changed,cpu_spike_ratio,memory_consumption_mb,network_c2_connections,label,family
MALWARE_00940,615.27,7.1387,9,0,5,0,0,1,1,33.85,7.9603,26,0.6797,29.03,1,1,Cerber
MALWARE_02499,238.94,7.9077,2,0,9,1,0,1,1,50.65,7.8676,19,1.0,33.06,2,1,REvil
MALWARE_02327,711.5,6.8752,2,0,6,0,0,1,1,52.19,7.5772,17,0.8257,8.0,3,1,Cerber
MALWARE_01423,660.49,7.1214,7,1,3,0,28,1,1,57.77,7.5121,23,0.7455,33.48,1,1,Cerber
BENIGN_00299,1086.25,4.3615,4,1,0,0,56,0,0,0.37,4.2113,0,0.0563,204.79,0,0,Benign
BENIGN_02120,820.99,4.5368,6,1,1,0,56,0,0,0.11,3.5116,0,0.2194,200.62,0,0,Benign
MALWARE_00037,337.94,7.6114,2,0,6,2,0,1,0,46.86,7.7452,18,0.753,58.47,3,1,LockBit
MALWARE_01704,642.34,7.1468,7,0,4,2,0,1,1,45.89,7.5875,17,0.7773,61.29,2,1,LockBit
MALWARE_00755,1183.41,7.0013,7,0,3,2,0,1,1,65.09,7.99,12,0.9995,37.81,3,1,WannaCry
MALWARE_01226,847.94,7.4302,9,0,7,1,0,1,0,39.79,7.8841,26,0.8382,49.77,2,1,LockBit
BENIGN_01261,1176.14,6.376,4,0,0,0,84,0,0,0.13,4.3287,0,0.076,142.63,0,0,Benign
BENIGN_01559,552.13,5.179,4,1,1,0,84,0,0,0.33,4.7737,0,0.0683,159.36,0,0,Benign
MALWARE_00770,504.89,7.8748,5,0,6,1,0,1,1,69.05,7.6221,30,0.7673,67.16,3,1,Ryuk
MALWARE_01547,956.62,7.2991,5,0,4,1,0,1,1,74.88,7.4802,11,0.9203,19.99,2,1,WannaCry
BENIGN_00757,2120.78,5.2116,4,1,1,0,56,0,0,0.17,3.903,0,0.0796,134.94,1,0,Benign
BENIGN_01011,822.88,6.1953,4,1,0,0,56,0,0,0.3,4.0267,0,0.1552,129.94,0,0,Benign
MALWARE_00295,833.05,7.7238,7,0,5,0,28,1,1,75.27,7.5751,14,0.8598,23.42,1,1,LockBit
MALWARE_00406,1008.66,7.3714,5,0,6,2,0,1,1,60.9,7.5945,17,0.8716,20.48,1,1,REvil
BENIGN_01871,1552.69,5.6468,3,1,0,0,0,0,0,0.08,3.9716,0,0.1521,131.75,0,0,Benign
BENIGN_02230,887.53,3.6191,5,0,0,0,0,0,0,0.1,3.9851,0,0.2146,104.54,0,0,Benign
BENIGN_01174,2981.29,5.1784,5,1,2,0,56,0,0,0.01,4.01,0,0.2003,38.55,0,0,Benign
BENIGN_01833,1846.77,5.3339,4,1,0,0,0,0,0,0.4,4.2493,0,0.05,130.76,0,0,Benign
BENIGN_00377,2987.18,5.5857,4,1,0,0,0,0,0,0.07,3.5447,0,0.1608,169.72,0,0,Benign
MALWARE_01354,621.52,7.6664,9,1,0,0,28,1,1,30.75,7.7142,18,1.0,32.17,1,1,Ryuk
MALWARE_01117,750.0,7.6524,5,0,3,0,56,0,1,47.83,7.8319,22,0.9543,45.36,2,1,Ryuk
BENIGN_00799,753.5,5.3388,4,1,0,0,56,0,0,0.25,3.5928,0,0.0555,29.45,1,0,Benign
BENIGN_00379,1960.72,4.6805,5,1,1,0,0,0,0,0.08,4.3925,0,0.1368,158.17,1,0,Benign
BENIGN_01159,2011.79,5.162,4,1,0,0,56,0,0,0.03,5.0323,0,0.0916,115.73,0,0,Benign
MALWARE_01320,917.08,7.99,7,0,8,0,0,1,0,77.23,7.99,20,0.8489,61.69,1,1,LockBit
MALWARE_00293,534.87,7.7973,9,0,2,0,56,1,0,39.22,7.4864,18,0.9286,58.51,1,1,Cerber
BENIGN_02241,355.31,5.3465,4,1,1,0,0,0,0,0.21,4.0633,0,0.2762,152.53,0,0,Benign
MALWARE_01536,1089.56,7.1052,9,0,8,2,0,1,1,35.44,7.8733,23,0.9199,49.14,3,1,Ryuk
MALWARE_00163,357.7,7.3681,7,0,3,0,56,0,1,44.75,7.4448,19,0.6937,48.43,1,1,Maze
MALWARE_01513,403.9,7.3247,5,0,8,1,0,1,0,48.16,7.99,24,0.9674,65.89,3,1,Maze
MALWARE_00458,727.69,7.4767,5,0,2,1,0,1,1,22.84,7.9325,17,0.8824,39.08,2,1,WannaCry
MALWARE_01428,62.46,7.4258,5,0,6,1,28,1,1,35.39,7.5275,20,0.587,71.49,3,1,Ryuk
BENIGN_01039,2843.22,2.9247,5,1,1,1,56,0,0,0.24,3.5445,0,0.246,130.47,0,0,Benign
MALWARE_00760,892.33,7.6057,5,0,5,0,28,1,1,54.99,7.99,16,0.7237,52.31,1,1,LockBit
BENIGN_01345,2413.64,4.3779,4,1,1,0,56,0,0,0.08,4.3188,0,0.1883,92.72,0,0,Benign
MALWARE_00006,619.99,7.6297,2,0,5,0,0,1,1,49.98,7.8081,20,0.6949,43.31,3,1,LockBit
BENIGN_01722,2457.77,4.0951,5,1,0,0,56,0,0,0.22,3.5966,0,0.1636,183.74,0,0,Benign
MALWARE_02164,608.87,7.8585,5,0,2,0,0,1,1,80.88,7.8229,14,0.877,58.48,2,1,Ryuk
BENIGN_00176,2462.49,2.3844,5,1,0,0,0,0,0,0.35,4.3103,0,0.1689,188.49,0,0,Benign
MALWARE_02394,783.29,7.3739,9,0,8,0,28,1,1,58.77,7.6623,22,0.793,51.07,2,1,Ryuk
BENIGN_01910,2498.0,5.1848,4,1,0,0,84,0,0,0.14,4.666,0,0.0515,56.12,0,0,Benign
BENIGN_00046,1601.89,4.2795,4,1,0,0,0,0,0,0.11,3.9077,0,0.1812,115.75,0,0,Benign
MALWARE_00910,470.32,7.201,7,0,6,0,28,1,1,39.31,7.7009,16,0.815,26.92,4,1,Ryuk
MALWARE_02175,552.99,7.6216,9,0,0,2,0,1,1,50.33,7.6339,10,0.7758,18.64,2,1,REvil
BENIGN_01076,2248.92,4.9453,6,1,0,0,56,0,0,0.3,4.7587,0,0.1352,62.11,0,0,Benign
MALWARE_00330,768.51,7.99,5,0,5,0,0,1,1,57.93,7.3028,23,0.9175,64.61,3,1,Maze
BENIGN_01505,20.0,4.5736,5,0,0,0,56,0,0,0.24,3.7666,0,0.1037,81.99,0,0,Benign
BENIGN_02310,1392.57,4.7562,6,0,0,0,0,0,0,0.17,4.9593,0,0.1612,152.53,1,0,Benign
BENIGN_01437,1722.86,4.6143,5,1,0,0,56,0,0,0.18,4.1867,0,0.1488,173.41,0,0,Benign
BENIGN_02419,2232.88,4.7518,4,1,0,0,84,0,0,0.06,3.7136,0,0.1567,25.2,0,0,Benign
MALWARE_01487,807.16,7.7134,7,0,2,1,0,1,1,64.78,7.7667,18,0.7995,37.73,1,1,REvil
MALWARE_00599,998.98,7.7597,9,0,6,0,0,1,1,48.17,7.699,18,0.7493,56.14,3,1,Cerber
MALWARE_02089,518.02,7.7931,7,0,6,1,0,1,0,62.68,7.7501,22,0.8843,42.36,1,1,Cerber
BENIGN_00284,974.44,4.067,4,1,0,0,112,0,0,0.14,5.0133,0,0.1579,77.91,0,0,Benign
MALWARE_02419,865.59,7.2576,5,0,3,0,0,1,1,18.51,7.2524,17,0.6774,74.03,1,1,Cerber
BENIGN_00843,2191.96,3.8943,6,1,2,0,0,0,0,0.05,4.3158,0,0.2841,41.75,1,0,Benign
BENIGN_01514,1745.11,4.4059,5,1,0,1,0,0,0,0.17,5.2104,0,0.3107,176.74,0,0,Benign
BENIGN_01169,2143.14,4.8567,5,0,0,0,84,0,0,0.02,5.2901,0,0.2578,165.44,0,0,Benign
BENIGN_01593,2134.58,4.2035,5,1,0,0,0,0,0,0.26,4.7329,0,0.1278,104.66,0,0,Benign
MALWARE_00961,298.72,7.6934,2,0,4,1,0,1,1,54.38,7.7378,25,0.7898,19.19,3,1,Maze
MALWARE_00666,1124.43,7.4229,5,1,4,0,0,0,1,61.09,7.8235,18,0.7502,30.99,2,1,REvil
BENIGN_02285,1393.13,5.4997,4,1,0,0,112,0,0,0.16,4.8723,0,0.1485,121.69,0,0,Benign
MALWARE_01076,476.28,7.417,7,0,4,1,0,1,1,52.6,7.588,16,0.8384,58.22,2,1,Maze
MALWARE_02371,560.95,7.4377,5,0,5,1,28,1,1,20.49,7.8666,16,0.8623,69.78,1,1,Maze
BENIGN_02306,20.0,5.3137,3,1,0,0,84,0,0,0.25,4.2038,0,0.2083,160.09,0,0,Benign
BENIGN_00953,1359.54,4.8824,3,1,0,0,112,0,0,0.18,4.4323,0,0.15,161.32,0,0,Benign
MALWARE_02443,572.5,6.7819,2,0,3,0,0,1,0,61.66,7.8954,13,0.8024,42.12,3,1,REvil
MALWARE_00554,919.81,7.263,9,0,4,0,0,1,1,70.64,7.6313,21,0.7868,24.92,1,1,Maze
MALWARE_02060,155.9,7.1942,7,0,7,1,0,1,1,33.02,7.7724,20,0.8156,17.24,1,1,REvil
MALWARE_00186,331.63,7.1147,5,0,7,0,0,1,0,39.19,7.6598,21,0.8683,32.09,2,1,LockBit
BENIGN_01490,1168.95,5.9671,6,1,0,0,112,0,1,0.21,4.0611,0,0.1357,131.55,0,0,Benign
BENIGN_00928,1846.76,6.5278,5,1,0,0,56,0,0,0.19,3.6223,0,0.2203,187.43,0,0,Benign
BENIGN_01210,1336.6,4.0083,5,1,0,0,56,0,0,0.13,3.65,0,0.232,138.71,0,0,Benign
MALWARE_01474,1172.34,7.651,7,0,8,1,0,1,1,62.62,7.5129,22,0.795,18.17,3,1,Maze
MALWARE_01046,615.97,7.473,5,0,3,2,0,1,0,45.57,7.5978,15,0.9869,37.1,4,1,REvil
MALWARE_01862,355.74,7.9126,7,0,7,2,28,1,1,51.48,7.8218,29,0.8518,35.37,3,1,REvil
BENIGN_01922,2876.88,4.265,4,1,1,0,0,0,0,0.44,3.3563,0,0.1195,116.38,0,0,Benign
BENIGN_00352,885.99,4.9515,5,1,0,0,56,0,0,0.19,4.3783,0,0.1426,107.71,0,0,Benign
MALWARE_02399,540.09,7.8153,7,0,2,0,0,1,1,34.94,7.9323,17,1.0,72.45,1,1,Cerber
MALWARE_00894,87.98,7.4928,5,0,3,0,28,1,1,27.35,7.4842,24,0.8572,15.88,1,1,LockBit
MALWARE_00222,461.25,7.5232,9,0,5,1,0,1,0,60.4,7.5317,20,0.9664,39.09,1,1,Maze
MALWARE_02482,914.37,7.5641,2,0,3,0,0,1,1,45.03,7.6911,22,0.959,63.27,1,1,REvil
BENIGN_00719,2130.35,5.1691,4,0,0,0,84,0,0,0.09,4.2893,0,0.1363,124.37,0,0,Benign
MALWARE_00203,450.51,7.5802,5,0,6,0,0,1,0,86.37,7.8362,12,0.8592,20.68,2,1,Cerber
MALWARE_00223,24.04,6.7,7,0,3,2,0,1,1,58.5,7.5092,24,0.8123,38.45,1,1,Maze
MALWARE_02062,282.91,7.6207,9,0,6,0,28,1,0,58.41,7.9555,16,0.7859,19.81,1,1,WannaCry
BENIGN_00309,2266.71,4.8413,4,1,1,0,56,0,0,0.11,4.3925,0,0.1655,56.5,0,0,Benign
BENIGN_01676,1634.95,4.9734,6,1,1,0,56,0,0,0.09,3.6117,0,0.1916,15.0,0,0,Benign
BENIGN_00834,1681.62,4.4748,4,1,0,0,0,0,0,0.25,4.1319,0,0.0678,39.94,0,0,Benign
BENIGN_00367,2358.6,4.3626,4,1,0,0,0,0,0,0.14,4.4958,0,0.1454,173.77,0,0,Benign
MALWARE_02007,471.8,7.6443,7,0,8,1,56,1,1,54.56,7.9532,23,0.6791,36.69,3,1,Maze
BENIGN_02079,2194.13,4.7708,5,1,0,0,84,0,0,0.11,3.6556,0,0.091,178.35,0,0,Benign
MALWARE_01539,759.64,7.552,5,0,4,0,0,0,1,26.86,7.6432,15,0.6346,55.59,1,1,Maze
MALWARE_02347,647.83,7.4717,7,0,7,0,0,1,1,37.6,7.632,22,0.9179,49.5,1,1,Cerber
MALWARE_01980,1017.52,7.99,9,0,3,0,0,1,1,49.17,7.4223,15,0.9085,40.4,1,1,LockBit
BENIGN_01747,1036.76,4.3142,6,1,0,0,0,0,0,0.32,5.587,0,0.144,150.89,0,0,Benign
BENIGN_00020,1016.88,5.212,5,1,1,0,56,0,0,0.02,6.5,0,0.1112,124.09,0,0,Benign
BENIGN_01323,2950.33,4.0483,4,1,0,0,56,0,0,0.33,4.4332,0,0.2897,205.27,0,0,Benign
MALWARE_01068,10.0,7.4072,5,0,6,1,0,1,1,60.77,7.7797,19,0.9095,40.22,2,1,Maze
MALWARE_00022,849.17,7.0185,5,0,4,2,0,1,1,24.02,7.6973,22,0.9048,31.37,2,1,Cerber
BENIGN_00219,1944.41,4.0651,4,1,0,0,84,0,0,0.14,4.0314,0,0.184,81.02,0,0,Benign
BENIGN_01488,1388.39,5.6544,4,1,0,0,84,0,0,0.34,4.6508,0,0.096,179.87,0,0,Benign
BENIGN_00439,882.07,5.5116,5,1,2,0,56,0,0,0.02,4.2507,0,0.0645,167.81,1,0,Benign
MALWARE_01675,606.19,7.99,5,0,9,0,0,1,1,47.86,7.6558,15,0.8106,62.47,2,1,Ryuk
MALWARE_00251,590.51,7.2278,9,0,2,1,0,1,1,31.61,7.1905,16,0.7887,28.16,1,1,WannaCry
MALWARE_00789,868.52,7.7622,9,0,2,1,0,1,0,38.32,7.7376,18,0.6988,42.72,1,1,Cerber
MALWARE_00934,629.45,7.1461,7,0,4,0,0,1,0,47.56,7.8484,25,0.7774,23.4,2,1,WannaCry
MALWARE_00026,767.24,7.1758,2,0,5,2,56,1,1,10.8,7.7382,18,0.8999,34.75,1,1,LockBit
MALWARE_02151,475.74,7.6269,7,0,7,2,0,1,1,60.93,7.5795,16,0.8566,15.23,1,1,Ryuk
MALWARE_01189,1038.96,7.5146,2,0,1,1,0,1,1,58.32,7.6777,23,0.6879,16.55,3,1,LockBit
MALWARE_00264,549.61,7.6936,7,0,1,2,56,1,1,19.51,7.7085,18,0.8447,34.48,1,1,Cerber
BENIGN_00803,2362.5,4.731,4,1,0,0,0,0,0,0.09,4.4041,0,0.1036,95.71,0,0,Benign
MALWARE_00498,413.12,7.3893,7,0,2,0,0,1,0,41.92,7.6553,17,0.8173,53.77,2,1,Ryuk
BENIGN_02229,938.52,5.041,3,1,0,0,56,0,0,0.25,4.0948,0,0.1447,82.85,0,0,Benign
MALWARE_02286,1112.21,7.38,5,0,4,0,0,1,1,29.99,7.99,20,0.8876,52.57,2,1,Cerber
BENIGN_02078,1403.95,5.2409,4,1,0,0,84,0,0,0.17,4.558,0,0.1077,166.14,0,0,Benign
BENIGN_00583,3848.32,3.9777,6,0,0,0,56,0,0,0.07,4.5958,0,0.1162,130.23,0,0,Benign
BENIGN_00204,2609.41,4.4169,4,0,1,0,56,0,0,0.36,3.6823,0,0.1205,127.17,0,0,Benign
MALWARE_01847,277.35,7.8133,5,0,8,0,0,1,1,49.95,7.5742,16,0.7914,72.27,3,1,Maze
MALWARE_00979,324.62,7.424,2,0,4,2,0,1,1,15.45,7.7435,16,0.8377,21.4,3,1,REvil
MALWARE_00430,815.9,7.3074,7,0,3,1,0,1,1,29.61,7.8103,26,0.7287,14.42,1,1,Maze
MALWARE_00586,368.07,7.99,2,1,6,0,0,0,1,81.69,7.99,21,0.8729,27.35,3,1,Maze
BENIGN_01019,799.93,5.5007,4,0,0,0,56,0,0,0.29,4.7339,0,0.1837,126.03,0,0,Benign
BENIGN_01584,315.64,5.1522,4,1,1,0,56,0,0,0.23,3.706,0,0.1558,205.54,1,0,Benign
BENIGN_01033,1805.08,4.833,3,1,0,0,56,0,0,0.49,4.3221,0,0.05,137.83,0,0,Benign
BENIGN_01719,2245.24,4.7271,4,1,0,0,84,0,0,0.26,4.0423,0,0.1685,143.25,0,0,Benign
BENIGN_01282,202.84,5.1625,4,1,1,0,0,0,0,0.24,3.8125,0,0.2901,58.31,0,0,Benign
BENIGN_02499,1693.72,4.2327,5,1,1,0,112,0,0,0.06,3.3251,0,0.1029,165.86,0,0,Benign
MALWARE_00851,424.17,7.5586,2,0,5,0,28,1,1,42.7,7.2557,15,0.9039,16.95,1,1,LockBit
BENIGN_00518,1184.81,5.551,4,1,1,0,0,0,0,0.08,3.4661,0,0.0968,68.64,0,0,Benign
BENIGN_01748,20.0,5.6397,4,1,1,0,0,0,0,0.19,3.4059,0,0.0786,126.57,0,0,Benign
MALWARE_02153,247.83,7.8264,7,0,5,0,0,1,1,53.0,7.99,11,1.0,49.56,1,1,WannaCry
MALWARE_01233,797.47,7.341,7,0,5,0,0,1,1,56.97,7.7483,16,0.721,40.82,1,1,Maze
BENIGN_00669,698.7,4.8696,5,1,2,0,56,0,0,0.09,4.9885,0,0.2071,68.7,0,0,Benign
MALWARE_01560,1055.66,6.979,9,0,6,0,0,1,0,18.37,7.5737,13,0.8402,63.79,3,1,Ryuk
MALWARE_00527,662.32,6.726,7,0,3,2,0,0,0,29.7,7.8611,20,0.8837,26.31,2,1,WannaCry
MALWARE_02433,780.91,7.3906,2,0,3,0,0,0,1,64.08,7.8969,19,0.9367,44.42,2,1,WannaCry
MALWARE_00787,423.17,7.9126,5,0,4,1,0,1,1,64.72,7.596,24,0.7256,51.64,3,1,LockBit
MALWARE_00151,856.78,7.7401,2,0,7,0,28,1,1,32.3,7.7311,21,0.9437,50.67,1,1,WannaCry
MALWARE_01954,346.83,7.3902,7,0,4,0,0,1,1,72.03,7.8633,19,0.7544,50.42,1,1,REvil
MALWARE_00693,546.31,7.8564,7,0,4,0,0,0,1,57.55,7.4004,11,0.9513,8.0,3,1,Ryuk
BENIGN_02125,378.4,4.4875,5,0,2,0,0,0,0,0.1,3.7337,0,0.124,133.71,0,0,Benign
MALWARE_00876,917.42,7.7583,9,0,3,0,0,1,0,49.76,7.7724,12,0.9838,71.49,4,1,REvil
MALWARE_00893,954.72,7.5538,9,0,4,0,0,1,0,54.21,7.9713,20,0.9407,52.99,2,1,Cerber
MALWARE_00986,99.79,7.5932,2,0,6,1,0,1,1,79.98,7.8479,24,0.7659,12.02,2,1,WannaCry
BENIGN_00760,1544.33,4.1065,5,1,1,0,56,0,0,0.75,4.1822,0,0.1285,124.06,0,0,Benign
MALWARE_00880,540.76,7.99,7,0,6,0,0,1,1,40.84,7.5856,26,0.8005,47.55,2,1,Ryuk
MALWARE_01941,344.98,6.9686,5,0,2,2,0,1,1,52.93,7.5956,20,0.7516,97.49,1,1,Maze
MALWARE_00027,600.18,7.7996,5,1,4,0,0,1,1,55.96,7.99,13,0.8931,29.03,2,1,Maze
MALWARE_02359,299.28,7.583,5,0,7,1,0,1,1,21.96,7.685,22,0.9405,33.57,1,1,REvil
BENIGN_00908,2974.65,3.6849,4,1,1,0,56,0,0,0.26,4.3105,0,0.119,155.63,0,0,Benign
MALWARE_00184,800.44,7.99,5,0,3,0,0,1,0,31.56,7.8398,32,0.8415,8.0,4,1,Cerber
BENIGN_00215,1930.66,4.9474,3,1,0,0,0,0,0,0.14,4.1917,0,0.0948,95.34,0,0,Benign
MALWARE_00832,1544.75,7.8937,9,1,2,1,0,1,1,43.12,7.9541,14,0.8857,58.16,1,1,WannaCry
MALWARE_01959,478.63,7.3669,2,0,2,0,0,1,1,39.09,7.614,15,0.9356,78.26,1,1,Ryuk
BENIGN_00694,2428.32,3.5576,5,1,2,0,56,0,0,0.0,3.3579,0,0.1292,138.53,1,0,Benign
BENIGN_01504,244.51,3.9012,5,1,0,0,0,0,0,0.2,4.0227,0,0.1193,113.24,0,0,Benign
BENIGN_02415,150.02,5.7668,5,1,1,0,56,0,0,0.09,3.6622,0,0.1074,120.7,0,0,Benign
BENIGN_02119,1061.3,3.5538,4,1,0,0,56,0,0,0.01,3.3794,0,0.05,63.01,0,0,Benign
MALWARE_01359,840.78,7.99,7,0,5,0,28,1,1,58.88,7.3903,22,0.7388,8.0,3,1,REvil
BENIGN_02463,1455.09,5.3333,4,1,0,0,56,0,0,0.02,4.859,0,0.1084,153.81,0,0,Benign
MALWARE_01136,298.29,7.6747,9,0,1,1,28,1,1,63.74,7.7207,17,0.9496,47.04,2,1,WannaCry
MALWARE_01606,694.15,7.6522,5,0,3,0,0,0,1,37.41,7.948,20,0.7775,53.38,1,1,REvil
MALWARE_01979,1097.75,7.99,2,0,7,0,28,1,1,20.39,7.7528,23,0.883,92.29,3,1,LockBit
BENIGN_00197,1849.39,5.1234,4,1,1,0,84,0,0,0.07,3.8975,0,0.1435,137.38,0,0,Benign
MALWARE_02168,219.31,7.652,7,0,3,0,0,1,1,37.05,7.3648,18,0.8154,45.83,2,1,Cerber
BENIGN_01544,714.33,5.643,6,1,0,0,112,0,0,0.37,4.6965,0,0.1545,153.24,0,0,Benign
BENIGN_01331,47.25,4.9675,5,1,0,0,56,0,0,0.21,3.6726,0,0.1352,120.83,0,0,Benign
BENIGN_00880,1822.01,4.7126,4,1,0,0,84,0,0,0.34,4.6034,0,0.05,141.52,0,0,Benign
MALWARE_02003,289.28,7.6087,2,0,9,0,56,1,1,51.54,7.8168,17,0.9583,40.69,2,1,LockBit
MALWARE_01002,406.07,7.3157,5,0,7,1,0,1,1,36.43,7.4747,15,0.8287,49.62,2,1,REvil
MALWARE_01395,658.37,7.4243,2,0,4,0,0,1,1,43.15,7.8211,24,0.9584,48.51,3,1,WannaCry
MALWARE_02491,604.69,7.99,9,0,4,0,28,1,1,47.37,7.8889,16,1.0,62.29,1,1,REvil
BENIGN_00888,1607.61,6.3101,4,1,1,0,56,0,1,0.17,3.6209,0,0.1579,93.88,0,0,Benign
BENIGN_01346,2122.95,4.8319,4,1,2,0,84,0,0,0.01,3.4543,0,0.05,90.81,0,0,Benign
BENIGN_00069,89.71,5.7153,3,0,0,1,56,0,0,0.16,4.4281,0,0.1988,147.99,0,0,Benign
MALWARE_01711,10.0,7.7267,7,0,0,0,0,0,0,64.24,7.99,26,0.8094,46.07,4,1,LockBit
BENIGN_01816,743.08,4.7828,5,1,1,1,0,0,0,0.11,4.0076,0,0.05,148.71,0,0,Benign
BENIGN_00569,978.47,4.8359,4,1,0,0,56,0,0,0.29,5.0587,0,0.1292,76.0,0,0,Benign
BENIGN_02168,1685.08,4.3202,3,1,0,0,112,0,0,0.37,4.3784,0,0.1764,169.71,0,0,Benign
BENIGN_00097,1442.72,4.7702,5,0,0,0,56,0,0,0.08,3.8467,0,0.1507,126.97,0,0,Benign
MALWARE_01682,885.02,7.7492,2,0,3,1,0,1,1,44.31,7.783,17,0.8487,26.82,4,1,Maze
MALWARE_00854,429.08,7.5871,5,0,6,0,0,1,1,32.76,7.7571,24,0.8802,19.63,1,1,Maze
BENIGN_00140,1621.85,4.1379,4,1,0,0,84,0,0,0.12,4.2517,0,0.2916,68.28,0,0,Benign
MALWARE_02455,384.63,7.7715,7,0,2,0,0,1,1,39.09,7.9082,13,0.7084,65.23,1,1,Ryuk
MALWARE_00103,464.91,7.6983,7,0,6,2,0,1,0,27.57,7.7699,16,1.0,30.15,1,1,Cerber
MALWARE_01524,547.99,7.471,7,0,5,0,0,1,1,34.89,7.99,17,0.708,40.52,1,1,LockBit
MALWARE_02273,302.04,7.3097,7,0,6,1,0,1,1,31.07,7.5156,12,0.8759,56.54,2,1,REvil
BENIGN_01607,2496.69,4.3816,5,1,0,0,112,0,0,0.39,3.2566,0,0.1579,195.61,0,0,Benign
BENIGN_01630,649.84,3.768,6,1,1,0,0,0,0,0.23,3.9687,0,0.0958,117.53,1,0,Benign
BENIGN_01540,514.04,5.0817,5,1,1,0,0,0,0,0.27,4.5214,0,0.2312,15.86,0,0,Benign
BENIGN_01695,1806.92,4.7044,3,0,0,0,0,0,0,0.04,4.147,0,0.05,196.78,1,0,Benign
BENIGN_02060,981.24,3.4543,4,1,1,0,56,0,0,0.06,4.3094,0,0.1706,156.51,1,0,Benign
BENIGN_00464,1591.28,4.2481,4,1,0,0,84,0,0,0.11,4.2251,0,0.0506,63.72,0,0,Benign
BENIGN_02331,2663.04,5.3006,5,1,0,0,56,0,0,0.32,3.9899,0,0.2539,92.91,0,0,Benign
MALWARE_00544,10.0,7.99,2,1,4,1,56,1,1,46.53,7.4122,20,0.9039,8.0,1,1,REvil
MALWARE_02235,388.15,7.622,7,0,3,1,0,1,1,26.92,7.7143,17,0.7816,46.34,1,1,REvil
BENIGN_00595,1649.59,4.7646,4,1,0,0,56,0,0,0.11,4.215,0,0.0961,60.4,0,0,Benign
MALWARE_01315,740.2,7.4636,7,0,7,0,28,1,1,42.44,7.4757,23,0.8925,56.11,1,1,Cerber
BENIGN_00626,323.1,5.7523,5,1,0,1,84,0,0,0.0,4.8225,0,0.2075,210.99,1,0,Benign
BENIGN_00451,2079.48,4.8489,4,0,1,0,0,0,0,0.04,4.2184,0,0.05,91.28,0,0,Benign
BENIGN_01500,1677.04,4.8297,5,1,0,0,56,0,0,0.52,3.7622,0,0.1609,117.3,0,0,Benign
BENIGN_02457,387.92,6.7059,5,1,0,0,0,0,0,0.09,4.4279,0,0.2766,100.55,0,0,Benign
MALWARE_02223,461.04,7.7619,7,0,6,1,0,1,0,43.46,7.6762,24,0.7298,65.36,1,1,REvil
MALWARE_00485,125.18,7.9648,5,1,7,0,0,1,1,26.26,7.99,23,0.8531,60.03,3,1,LockBit
BENIGN_01570,1064.3,4.2386,4,1,2,0,0,0,0,0.16,4.0456,0,0.1812,101.84,0,0,Benign
BENIGN_01035,1081.98,3.6391,5,0,2,0,0,0,0,0.35,4.6334,0,0.1666,72.46,0,0,Benign
MALWARE_01019,927.11,7.7836,9,0,8,2,0,1,1,61.59,7.6566,19,0.8006,51.67,1,1,Maze
BENIGN_01558,20.0,3.7475,4,1,0,0,56,0,0,0.65,3.6169,0,0.2588,141.23,0,0,Benign
MALWARE_01125,295.8,7.8513,2,0,4,1,0,1,1,29.35,7.5216,22,0.9315,45.4,1,1,REvil
MALWARE_02165,755.16,7.2586,9,0,0,1,0,1,1,9.73,7.691,12,0.9799,42.43,4,1,LockBit
BENIGN_00151,1071.74,4.7276,5,0,0,0,0,0,0,0.28,4.7332,0,0.1079,152.97,0,0,Benign
BENIGN_01421,1784.76,6.6318,6,1,1,0,84,0,0,0.58,4.6785,0,0.1511,182.49,0,0,Benign
BENIGN_02012,2081.93,5.7218,3,1,0,0,56,0,0,0.07,4.007,0,0.2463,153.22,0,0,Benign
MALWARE_00187,585.16,7.3779,5,0,7,0,28,1,1,39.15,7.4826,16,0.8087,12.48,2,1,LockBit
BENIGN_01787,149.13,5.4276,5,1,0,0,56,0,0,0.39,3.1064,0,0.079,52.74,0,0,Benign
BENIGN_00089,698.7,4.5751,5,1,1,0,0,0,0,0.25,4.2358,0,0.0982,154.91,0,0,Benign
BENIGN_00458,1364.7,6.411,6,1,0,0,84,0,0,0.11,4.5374,0,0.1397,77.42,0,0,Benign
BENIGN_01306,1482.78,3.9003,4,1,1,0,0,0,0,0.53,3.9026,0,0.3263,151.61,1,0,Benign
MALWARE_00426,86.57,7.4122,9,0,4,1,0,1,1,53.8,7.7908,16,0.9664,45.66,1,1,Ryuk
MALWARE_00771,90.39,6.9199,7,0,6,0,0,1,1,37.75,7.7429,23,0.7812,25.47,3,1,REvil
MALWARE_00728,611.34,7.4712,9,0,5,1,0,1,0,45.4,7.3314,20,0.8972,61.55,2,1,Maze
BENIGN_01989,2489.48,6.0401,4,1,1,0,56,0,0,0.09,4.6426,0,0.3084,128.54,0,0,Benign
MALWARE_01255,963.38,7.4388,5,0,5,1,0,1,1,48.86,7.838,19,0.8435,55.21,2,1,REvil
MALWARE_01147,511.15,7.9471,2,1,7,0,0,1,1,40.25,7.5439,17,1.0,78.33,2,1,Ryuk
